battery_power,px_height,px_width,ram,price_range,C1_pred,C2_prob,Ano,Mes,Mes_Numero,satisfacao,pontuacao,pontuacao_geral,indice_qualidade_preco,legenda_price_range,legenda_satisfacao
1331,1162,1531,1732,1,1,31,2019,Julho,7,1,2334.76,1,1,baixo,pouco
510,483,754,3919,2,2,99,2021,Maio,5,3,3927.75,2,2,alto,alta
728,584,775,834,1,1,0,2019,Abril,4,2,1152.13,1,1,baixo,media
1470,777,1090,3259,2,2,99,2023,Abril,4,1,3616.7700000000004,2,2,alto,pouco
904,657,1014,2814,2,2,99,2019,Fevereiro,2,1,3064.9900000000002,2,2,alto,pouco
1974,530,1496,1433,1,1,2,2020,Junho,6,3,2067.76,1,2,baixo,alta
1829,1457,1919,3142,2,2,99,2020,Maio,5,3,3850.4500000000003,2,2,alto,alta
1423,501,640,2253,1,1,39,2023,Maio,5,2,2549.9,1,1,baixo,media
1445,527,1393,3480,2,2,99,2021,Janeiro,1,3,3830.4100000000003,2,2,alto,alta
1276,217,735,3798,2,2,99,2022,Junho,6,3,3913.1400000000003,2,2,alto,alta
1762,300,527,1896,1,1,0,2022,Fevereiro,2,3,2230.23,1,2,baixo,alta
1278,1244,1504,3142,2,2,99,2021,Julho,7,3,3630.7000000000003,2,2,alto,alta
1672,1281,1896,1267,1,1,6,2021,Abril,4,1,2061.33,1,1,baixo,pouco
739,1052,1536,475,1,1,0,2019,Fevereiro,2,2,1048.0900000000001,1,1,baixo,media
920,1058,1421,2608,2,2,99,2022,Julho,7,2,3024.01,2,2,alto,media
1413,187,517,3383,2,2,99,2021,Junho,6,1,3510.8500000000004,2,2,alto,pouco
1596,169,1190,2493,2,2,99,2020,Fevereiro,2,2,2851.63,1,2,alto,media
667,13,1463,2855,2,2,99,2020,Junho,6,1,3033.5099999999998,2,2,alto,pouco
525,262,1587,1891,1,1,0,2022,Fevereiro,2,1,2185.54,1,1,baixo,pouco
723,920,1748,1851,1,1,0,2023,Fevereiro,2,3,2328.81,1,2,baixo,alta
744,1252,1963,2700,2,2,99,2023,Janeiro,1,3,3211.17,2,2,alto,alta
1330,980,1262,463,1,1,0,2022,Fevereiro,2,3,1085.04,1,2,baixo,alta
1332,846,855,2790,2,2,99,2022,Janeiro,1,2,3126.15,2,2,alto,media
1137,1250,1285,316,1,1,0,2022,Dezembro,12,3,963.4000000000001,1,2,baixo,alta
617,768,874,2213,1,1,0,2022,Outubro,10,2,2449.81,1,1,baixo,media
851,1171,1263,478,1,1,0,2022,Junho,6,3,1040.49,1,2,baixo,alta
1097,405,519,509,1,1,0,2021,Junho,6,2,844.1700000000001,1,1,baixo,media
1509,1010,1684,1540,1,1,7,2023,Julho,7,3,2195.17,1,2,baixo,alta
907,171,507,584,1,1,0,2022,Dezembro,12,1,835.01,1,1,baixo,pouco
1261,605,1429,1365,1,1,0,2023,Janeiro,1,2,1869.75,1,1,baixo,media
1193,674,864,2394,2,2,93,2020,Outubro,10,3,2707.89,1,2,alto,alta
1296,1222,1382,2552,2,2,99,2022,Fevereiro,2,2,3064.4,2,2,alto,media
1576,258,789,3904,2,2,99,2021,Maio,5,3,4084.8900000000003,2,2,alto,alta
1070,90,1614,2647,2,2,99,2022,Junho,6,3,2960.5,1,2,alto,alta
609,58,1253,2581,1,1,7,2019,Setembro,9,2,2738.16,1,1,baixo,media
914,191,1495,808,1,1,0,2022,Outubro,10,3,1233.54,1,2,baixo,alta
1300,219,1037,874,1,1,0,2019,Junho,6,2,1285.3400000000001,1,1,baixo,media
1128,751,1582,1434,1,1,0,2023,Janeiro,1,2,1961.85,1,1,baixo,media
1934,242,1127,2190,2,2,99,2022,Janeiro,1,3,2637.53,1,2,alto,alta
583,1658,1794,1799,1,1,3,2019,Fevereiro,2,1,2388.57,1,1,baixo,pouco
1149,1617,1675,3755,2,2,99,2022,Setembro,9,2,4266.05,2,2,alto,media
1657,1770,1796,2597,2,2,99,2021,Julho,7,1,3346.21,2,2,alto,pouco
1538,567,986,1494,1,1,0,2019,Abril,4,1,1950.43,1,1,baixo,pouco
590,227,509,1817,1,1,0,2023,Outubro,10,2,1919.0400000000002,1,1,baixo,media
502,281,1159,2666,2,1,25,2019,Outubro,10,2,2816.0800000000004,1,2,alto,media
527,67,1924,1302,1,1,0,2022,Agosto,8,3,1674.92,1,2,baixo,alta
854,730,1148,3115,2,2,99,2023,Dezembro,12,1,3370.28,2,2,alto,pouco
1117,1258,1627,2003,2,2,97,2021,Novembro,11,1,2577.98,1,1,alto,pouco
1547,583,590,505,1,1,0,2022,Abril,4,2,969.74,1,1,baixo,media
1090,1638,1910,1352,1,1,0,2020,Janeiro,1,1,2092.3,1,1,baixo,pouco
1658,51,739,2609,2,2,99,2022,Outubro,10,1,2864.38,1,1,alto,pouco
961,554,621,2981,2,2,99,2022,Julho,7,3,3137.2799999999997,2,2,alto,alta
1991,751,1377,1511,1,1,23,2020,Janeiro,1,3,2157.71,1,2,baixo,alta
1526,798,1418,3317,2,2,99,2021,Maio,5,2,3746.6600000000003,2,2,alto,media
685,725,870,1223,1,1,0,2023,Março,3,1,1543.8600000000001,1,1,baixo,pouco
1562,678,1676,3465,2,2,99,2020,Abril,4,2,3918.28,2,2,alto,media
1469,484,711,1687,1,1,0,2022,Janeiro,1,2,2048.52,1,1,baixo,media
805,81,1544,3397,2,2,99,2021,Março,3,2,3585.32,2,2,alto,media
1928,229,1004,696,1,1,0,2019,Setembro,9,3,1236.33,1,2,baixo,alta
1589,957,1911,3961,2,2,99,2020,Dezembro,12,3,4471.81,2,2,alto,alta
1290,600,1109,1214,1,1,0,2020,Outubro,10,2,1674.69,1,1,baixo,media
769,1384,1454,1877,1,1,1,2021,Outubro,10,3,2384.4900000000002,1,2,baixo,alta
1640,589,1301,337,1,1,0,2019,Agosto,8,1,968.96,1,1,baixo,pouco
1631,960,1735,2173,2,2,99,2022,Setembro,9,1,2801.9,1,1,alto,pouco
882,248,884,751,1,1,0,2021,Janeiro,1,3,1068.6200000000001,1,2,baixo,alta
621,434,910,2801,2,2,93,2022,Julho,7,3,2941.59,1,2,alto,alta
808,618,1891,3762,2,2,99,2022,Dezembro,12,2,4078.91,2,2,alto,media
955,1248,1511,1432,1,1,0,2019,Setembro,9,3,1998.14,1,2,baixo,alta
1859,1004,1654,1067,1,1,0,2021,Fevereiro,2,2,1819.79,1,1,baixo,media
772,552,1802,422,1,1,0,2020,Novembro,11,3,971.14,1,2,baixo,alta
1595,1475,1988,908,1,1,0,2021,Junho,6,3,1766.88,1,2,baixo,alta
1081,83,816,2456,1,1,9,2020,Novembro,11,3,2634.06,1,2,baixo,alta
1911,1795,1958,3872,2,2,99,2020,Dezembro,12,1,4602.5,2,2,alto,pouco
930,1569,1763,1743,2,1,28,2022,Agosto,8,1,2381.96,1,1,alto,pouco
959,87,736,3328,2,2,99,2020,Outubro,10,2,3398.6000000000004,2,2,alto,media
1836,276,1230,3072,2,2,99,2023,Março,3,3,3455.7000000000003,2,2,alto,alta
1309,557,1402,2334,2,2,99,2022,Setembro,9,1,2757.0600000000004,1,1,alto,pouco
1498,347,1076,3358,2,2,99,2019,Novembro,11,3,3637.41,2,2,alto,alta
1429,670,1552,1817,1,1,23,2020,Julho,7,3,2351.9300000000003,1,2,baixo,alta
1187,215,1125,2547,2,2,98,2023,Dezembro,12,3,2819.07,1,2,alto,alta
509,1137,1224,513,1,1,0,2019,Junho,6,3,994.52,1,2,baixo,alta
659,659,730,2190,1,1,0,2020,Junho,6,2,2390.7400000000002,1,1,baixo,media
1483,291,651,1744,1,1,0,2019,Junho,6,1,2059.41,1,1,baixo,pouco
1681,195,1205,1122,1,1,0,2019,Fevereiro,2,2,1613.73,1,1,baixo,media
1180,925,1252,1464,1,1,0,2020,Abril,4,2,1966.21,1,1,baixo,media
1874,964,1233,1246,1,1,0,2021,Março,3,1,1900.53,1,1,baixo,pouco
1408,613,1088,3952,2,2,99,2022,Junho,6,3,4214.29,2,2,alto,alta
1036,373,926,2101,1,1,0,2020,Novembro,11,3,2369.11,1,2,baixo,alta
1358,889,1635,440,1,1,0,2019,Novembro,11,3,1124.6,1,2,baixo,alta
1472,443,892,797,1,1,0,2019,Novembro,11,2,1257.71,1,1,baixo,media
672,724,1127,1457,1,1,0,2020,Setembro,9,1,1805.33,1,1,baixo,pouco
1712,155,663,1422,1,1,0,2022,Maio,5,2,1785.8400000000001,1,1,baixo,media
1635,1209,1411,2315,2,2,99,2020,Agosto,8,3,2914.07,1,2,alto,alta
1659,787,1515,545,1,1,0,2019,Novembro,11,1,1238.25,1,1,baixo,pouco
664,1076,1472,3774,2,2,99,2021,Julho,7,2,4060.84,2,2,alto,media
1108,208,1742,1229,1,1,0,2021,Julho,7,2,1707.54,1,1,baixo,media
1217,628,632,1711,1,1,0,2020,Abril,4,2,2032.19,1,1,baixo,media
741,334,594,1886,1,1,0,2022,Janeiro,1,1,2045.5500000000002,1,1,baixo,pouco
1448,570,1724,3378,2,2,99,2021,Fevereiro,2,3,3807.34,2,2,alto,alta
1630,712,1726,1751,2,2,86,2019,Junho,6,2,2369.6000000000004,1,2,alto,media
696,533,797,2022,1,1,0,2021,Maio,5,3,2234.52,1,2,baixo,alta
516,126,698,3731,2,2,99,2021,Dezembro,12,1,3684.6,2,2,alto,pouco
1407,1172,1217,2192,2,2,99,2019,Agosto,8,2,2714.44,1,2,alto,media
525,82,670,1609,1,1,0,2023,Abril,4,1,1721.27,1,1,baixo,pouco
536,547,705,1211,1,1,0,2020,Junho,6,3,1442.9,1,2,baixo,alta
1365,293,970,1300,1,1,0,2022,Fevereiro,2,2,1689.46,1,1,baixo,media
673,1096,1570,3541,2,2,99,2019,Abril,4,2,3870.21,2,2,alto,media
1755,286,1075,3937,2,2,99,2019,Julho,7,2,4208.36,2,2,alto,media
614,1012,1040,2854,2,2,99,2022,Junho,6,1,3111.9800000000005,2,2,alto,pouco
636,148,742,2927,2,2,88,2020,Maio,5,2,2979.82,1,2,alto,media
1589,810,1743,2612,2,2,99,2020,Dezembro,12,2,3173.8199999999997,2,2,alto,media
1929,349,1051,1913,1,2,75,2019,Junho,6,1,2385.49,1,1,baixo,pouco
728,526,1529,2039,1,1,0,2019,Outubro,10,3,2394.13,1,2,baixo,alta
732,1661,1836,3883,2,2,99,2021,Fevereiro,2,1,4342.650000000001,2,2,alto,pouco
866,692,1686,3825,2,2,99,2022,Junho,6,1,4121.52,2,2,alto,pouco
660,262,1178,588,1,1,0,2019,Agosto,8,3,934.72,1,2,baixo,alta
1732,201,656,3940,2,2,99,2023,Janeiro,1,2,4112.6900000000005,2,2,alto,media
1957,396,1732,3801,2,2,99,2019,Novembro,11,3,4265.15,2,2,alto,alta
1322,177,1990,1418,1,1,0,2020,Outubro,10,2,1963.9299999999998,1,1,baixo,media
726,323,978,1342,1,1,0,2022,Outubro,10,2,1613.31,1,1,baixo,media
932,268,1078,1459,1,1,0,2021,Março,3,1,1769.74,1,1,baixo,pouco
1577,1045,1737,2060,2,2,99,2021,Julho,7,3,2702.51,1,2,alto,alta
826,354,530,323,1,1,0,2021,Janeiro,1,1,614.98,1,1,baixo,pouco
1476,1789,1972,3644,2,2,99,2023,Abril,4,2,4311.73,2,2,alto,media
1086,1874,1976,3930,2,2,99,2022,Março,3,3,4515.960000000001,2,2,alto,alta
1726,379,1223,2239,2,2,99,2022,Fevereiro,2,1,2684.62,1,1,alto,pouco
1481,249,522,2635,2,2,99,2023,Fevereiro,2,3,2847.1000000000004,1,2,alto,alta
712,1131,1743,401,1,1,0,2021,Agosto,8,3,1027.64,1,2,baixo,alta
1625,8,1219,670,1,1,0,2019,Janeiro,1,2,1158.12,1,1,baixo,media
1369,553,727,3856,2,2,99,2023,Maio,5,2,4039.77,2,2,alto,media
596,885,1854,3238,2,2,99,2020,Julho,7,2,3594.91,2,2,alto,media
1225,10,1567,2423,2,2,98,2020,Maio,5,3,2761.34,1,2,alto,alta
1565,781,1364,308,1,1,0,2022,Dezembro,12,3,972.64,1,2,baixo,alta
999,608,1970,1598,1,1,0,2020,Março,3,2,2137.63,1,1,baixo,media
654,1715,1898,1036,1,1,0,2022,Fevereiro,2,2,1729.5500000000002,1,1,baixo,media
1569,1261,1383,3672,2,2,99,2021,Junho,6,2,4153.49,2,2,alto,media
1112,234,739,3655,2,2,99,2023,Março,3,2,3754.0700000000006,2,2,alto,media
1661,594,1337,864,1,1,0,2023,Dezembro,12,3,1465.48,1,2,baixo,alta
1150,234,1947,1610,1,1,0,2019,Julho,7,3,2109.41,1,2,baixo,alta
561,1055,1294,665,1,1,0,2021,Julho,7,3,1143.6000000000001,1,2,baixo,alta
1747,947,1131,2362,2,2,99,2019,Janeiro,1,2,2880.85,1,2,alto,media
1661,846,1634,2676,2,2,99,2021,Julho,7,2,3231.79,2,2,alto,media
1125,774,939,1641,1,1,0,2023,Março,3,2,2033.46,1,1,baixo,media
914,706,721,1122,1,1,0,2023,Julho,7,2,1462.91,1,1,baixo,media
1327,441,1721,872,1,1,0,2023,Outubro,10,3,1456.33,1,2,baixo,alta
1263,954,1609,1958,2,2,91,2020,Outubro,10,2,2509.2200000000003,1,2,alto,media
1554,395,1579,3635,2,2,99,2019,Abril,4,2,4006.6200000000003,2,2,alto,media
1641,224,1994,1695,2,1,32,2021,Julho,7,3,2288.13,1,2,alto,alta
721,408,1862,1713,1,1,0,2020,Janeiro,1,2,2136.09,1,1,baixo,media
1496,501,506,1927,1,1,0,2021,Dezembro,12,2,2238.3900000000003,1,1,baixo,media
1584,160,1291,1561,1,1,0,2023,Setembro,9,1,2009.5700000000002,1,1,baixo,pouco
1187,1173,1814,3917,2,2,99,2021,Maio,5,3,4373.240000000001,2,2,alto,alta
962,1618,1916,1491,1,1,1,2020,Agosto,8,3,2193.6000000000004,1,2,baixo,alta
827,23,826,2367,1,1,0,2022,Junho,6,1,2495.62,1,1,baixo,pouco
867,70,1974,790,1,1,0,2023,Janeiro,1,3,1278.4900000000002,1,2,baixo,alta
1811,447,568,2700,2,2,99,2020,Setembro,9,1,3012.0,2,2,alto,pouco
1963,1136,1813,714,1,1,0,2019,Fevereiro,2,1,1567.44,1,1,baixo,pouco
1814,756,786,3556,2,2,99,2019,Janeiro,1,3,3894.04,2,2,alto,alta
1142,623,769,1747,1,1,0,2022,Julho,7,3,2076.24,1,2,baixo,alta
1790,396,1980,3568,2,2,99,2022,Outubro,10,3,4066.18,2,2,alto,alta
1122,331,790,3291,2,2,99,2022,Abril,4,2,3447.2700000000004,2,2,alto,media
1310,954,970,2518,2,2,99,2022,Setembro,9,2,2911.94,1,2,alto,media
855,1028,1196,1875,1,1,0,2022,Julho,7,1,2289.45,1,1,baixo,pouco
1948,631,1940,3630,2,2,99,2020,Setembro,9,3,4185.59,2,2,alto,alta
673,594,1088,2050,1,1,0,2019,Maio,5,1,2321.57,1,1,baixo,pouco
1043,716,1626,912,1,1,0,2022,Março,3,2,1467.8700000000001,1,1,baixo,media
1871,275,1966,2727,2,2,99,2020,Novembro,11,1,3284.62,2,2,alto,pouco
1960,205,1299,3865,2,2,99,2022,Setembro,9,3,4209.860000000001,2,2,alto,alta
1719,240,904,462,1,1,0,2019,Março,3,3,964.21,1,2,baixo,alta
907,144,896,3911,2,2,99,2019,Janeiro,1,3,3965.1700000000005,2,2,alto,alta
1493,240,1414,2083,2,2,76,2021,Janeiro,1,3,2509.4900000000002,1,2,alto,alta
1082,986,1191,2337,2,2,99,2023,Julho,7,2,2749.5299999999997,1,2,alto,media
1807,337,1384,1906,2,2,87,2023,Novembro,11,2,2417.1,1,2,alto,media
1035,574,1171,3991,2,2,99,2020,Junho,6,3,4188.4400000000005,2,2,alto,alta
1973,792,1181,1993,2,2,99,2021,Setembro,9,2,2567.46,1,2,alto,media
1086,56,1150,3285,2,2,99,2020,Agosto,8,2,3456.5600000000004,2,2,alto,media
1715,638,1615,625,1,1,0,2021,Outubro,10,3,1316.16,1,2,baixo,alta
1583,942,1651,1704,2,2,79,2019,Outubro,10,3,2342.2799999999997,1,2,alto,alta
512,249,1849,2610,2,2,96,2023,Março,3,2,2892.1200000000003,1,2,alto,media
1205,321,1870,953,1,1,0,2020,Julho,7,2,1515.58,1,1,baixo,media
864,127,1670,3121,2,2,99,2020,Setembro,9,2,3374.3700000000003,2,2,alto,media
1776,278,623,1813,1,1,0,2020,Janeiro,1,3,2171.03,1,2,baixo,alta
1454,698,1018,1300,1,1,0,2019,Dezembro,12,1,1784.3400000000001,1,1,baixo,pouco
838,984,1850,3554,2,2,99,2023,Outubro,10,2,3947.6800000000003,2,2,alto,media
1054,27,774,2296,1,1,0,2019,Novembro,11,2,2464.23,1,1,baixo,media
1288,1177,1809,3129,2,2,99,2019,Outubro,10,1,3667.2000000000003,2,2,alto,pouco
862,829,1977,3458,2,2,99,2019,Julho,7,2,3861.7000000000003,2,2,alto,media
1117,798,817,2895,2,2,99,2023,Março,3,1,3166.52,2,2,alto,pouco
771,327,922,770,1,1,0,2021,Setembro,9,2,1085.6599999999999,1,1,baixo,media
1808,714,1208,2736,2,2,99,2021,Julho,7,3,3211.54,2,2,alto,alta
917,423,909,3424,2,2,99,2020,Março,3,3,3568.93,2,2,alto,alta
880,30,1350,1414,1,1,0,2022,Novembro,11,2,1729.68,1,1,baixo,media
1068,186,1998,1803,1,1,0,2022,Fevereiro,2,2,2272.92,1,1,baixo,media
1077,135,1892,3902,2,2,99,2023,Setembro,9,2,4176.9,2,2,alto,media
728,126,817,457,1,1,0,2022,Dezembro,12,2,735.4100000000001,1,1,baixo,media
1748,718,1109,2633,2,2,99,2021,Janeiro,1,1,3087.25,2,2,alto,pouco
834,1421,1463,1591,1,1,0,2019,Outubro,10,1,2141.7200000000003,1,1,baixo,pouco
1136,1307,1767,2110,2,2,99,2022,Junho,6,2,2714.96,1,2,alto,media
832,125,1504,1799,1,1,0,2023,Janeiro,1,1,2120.17,1,1,baixo,pouco
875,469,853,702,1,1,0,2022,Abril,4,1,1053.89,1,1,baixo,pouco
1095,179,1247,560,1,1,0,2022,Setembro,9,1,990.6100000000001,1,1,baixo,pouco
666,58,1353,1254,1,1,0,2023,Dezembro,12,1,1547.15,1,1,baixo,pouco
1414,804,1564,312,1,1,0,2022,Junho,6,3,989.54,1,2,baixo,alta
1448,1792,1850,1175,1,1,1,2022,Maio,5,1,2012.26,1,1,baixo,pouco
1108,130,1706,3264,2,2,99,2022,Agosto,8,1,3559.6400000000003,2,2,alto,pouco
921,1272,1469,3153,2,2,99,2019,Dezembro,12,2,3571.1000000000004,2,2,alto,media
1330,1103,1637,2166,2,2,99,2019,Março,3,2,2743.96,1,2,alto,media
820,468,694,1284,1,1,0,2023,Setembro,9,2,1548.5,1,1,baixo,media
1611,163,1011,3078,2,2,99,2021,Março,3,3,3357.65,2,2,alto,alta
1914,942,1701,643,1,1,0,2022,Outubro,10,3,1438.5500000000002,1,2,baixo,alta
688,271,869,391,1,1,0,2020,Maio,5,1,701.62,1,1,baixo,pouco
1219,473,1022,705,1,1,0,2021,Julho,7,1,1154.8000000000002,1,1,baixo,pouco
797,206,1167,2216,1,1,0,2023,Setembro,9,3,2446.9,1,2,baixo,alta
1000,1537,1761,3744,2,2,99,2021,Novembro,11,3,4230.360000000001,2,2,alto,alta
858,528,1416,3978,2,2,99,2021,Maio,5,1,4181.58,2,2,alto,pouco
658,1156,1750,3587,2,2,99,2021,Outubro,10,3,3954.08,2,2,alto,alta
1905,849,898,1545,1,1,0,2019,Fevereiro,2,3,2098.3,1,2,baixo,alta
671,852,1182,2504,2,2,89,2022,Janeiro,1,3,2800.59,1,2,alto,alta
1589,319,1206,3464,2,2,99,2021,Março,3,2,3772.1600000000003,2,2,alto,media
1065,1188,1948,265,1,1,0,2019,Julho,7,2,1018.23,1,1,baixo,media
720,366,1234,1086,1,1,0,2022,Outubro,10,1,1432.6,1,1,baixo,pouco
1886,809,1958,1179,1,1,0,2020,Maio,5,1,1952.5700000000002,1,1,baixo,pouco
805,641,704,418,1,1,0,2019,Dezembro,12,1,780.24,1,1,baixo,pouco
564,853,1737,2227,1,1,30,2021,Outubro,10,3,2631.04,1,2,baixo,alta
819,339,1242,1814,1,1,0,2019,Fevereiro,2,3,2118.1000000000004,1,2,baixo,alta
712,1245,1309,2001,1,1,1,2021,Abril,4,1,2436.56,1,1,baixo,pouco
1515,1438,1593,262,1,1,0,2021,Maio,5,1,1076.02,1,1,baixo,pouco
1101,387,1269,2196,1,1,15,2019,Agosto,8,1,2536.4100000000003,1,1,baixo,pouco
1131,658,878,1835,1,1,0,2021,Julho,7,2,2181.77,1,1,baixo,media
1356,782,951,3451,2,2,99,2020,Fevereiro,2,2,3746.19,2,2,alto,media
643,314,1400,2096,1,1,0,2022,Dezembro,12,3,2369.8700000000003,1,2,baixo,alta
609,938,1948,1866,1,1,0,2020,Novembro,11,1,2362.01,1,1,baixo,pouco
1403,461,1251,3371,2,2,99,2021,Junho,6,1,3683.9500000000003,2,2,alto,pouco
1579,831,1484,1713,1,1,31,2021,Novembro,11,1,2299.2,1,1,baixo,pouco
1492,1684,1746,2259,2,2,99,2021,Outubro,10,1,2979.78,1,1,alto,pouco
543,693,1031,933,1,1,0,2020,Abril,4,2,1275.23,1,1,baixo,media
1063,394,849,1919,1,1,0,2021,Setembro,9,1,2195.74,1,1,baixo,pouco
1053,594,1767,3086,2,2,99,2022,Março,3,1,3475.9000000000005,2,2,alto,pouco
1727,376,1288,512,1,1,0,2019,Outubro,10,1,1107.81,1,1,baixo,pouco
1959,65,1055,619,1,1,0,2021,Outubro,10,2,1153.19,1,1,baixo,media
932,1176,1224,3817,2,2,99,2022,Setembro,9,2,4121.200000000001,2,2,alto,media
1564,1619,1962,3376,2,2,99,2023,Fevereiro,2,3,4051.09,2,2,alto,alta
1031,532,1247,2385,2,2,92,2023,Setembro,9,3,2717.46,1,2,alto,alta
1611,303,714,1595,1,1,0,2023,Janeiro,1,2,1960.66,1,1,baixo,media
1820,1157,1951,574,1,1,0,2019,Junho,6,2,1441.2600000000002,1,1,baixo,media
798,661,1951,1647,1,1,0,2021,Julho,7,2,2149.92,1,1,baixo,media
1600,831,1713,1179,1,1,0,2023,Novembro,11,1,1855.42,1,1,baixo,pouco
1178,579,596,2511,2,2,90,2020,Maio,5,2,2745.6099999999997,1,2,alto,media
696,649,907,2630,1,2,81,2023,Dezembro,12,1,2834.5,1,1,baixo,pouco
1549,167,990,799,1,1,0,2022,Dezembro,12,2,1245.88,1,1,baixo,media
1793,1086,1418,3533,2,2,99,2021,Outubro,10,1,4045.07,2,2,alto,pouco
1479,327,645,3762,2,2,99,2021,Fevereiro,2,2,3920.19,2,2,alto,media
1987,1052,1516,3117,2,2,99,2022,Fevereiro,2,3,3712.05,2,2,alto,alta
1211,58,963,2750,2,2,99,2022,Junho,6,2,2952.92,1,2,alto,media
1620,832,1033,606,1,1,0,2022,Agosto,8,3,1203.03,1,2,baixo,alta
1521,678,1630,3555,2,2,99,2020,Março,3,3,3984.55,2,2,alto,alta
906,1102,1793,3412,2,2,99,2020,Abril,4,2,3839.19,2,2,alto,media
721,1446,1988,530,1,1,0,2020,Junho,6,2,1248.13,1,1,baixo,media
1934,619,1299,2940,2,2,99,2022,Março,3,1,3424.3,2,2,alto,pouco
1337,161,1029,3242,2,2,99,2022,Julho,7,1,3459.55,2,2,alto,pouco
1063,295,935,961,1,1,0,2019,Agosto,8,1,1313.8899999999999,1,1,baixo,pouco
1425,396,1648,3771,2,2,99,2020,Fevereiro,2,1,4120.51,2,2,alto,pouco
818,586,1552,2518,2,2,99,2023,Maio,5,3,2866.48,1,2,alto,alta
1054,1097,1222,1675,1,1,0,2020,Janeiro,1,2,2159.9300000000003,1,1,baixo,media
569,388,605,2651,1,1,1,2023,Maio,5,2,2727.94,1,1,baixo,media
535,290,811,740,1,1,0,2021,Agosto,8,2,985.8400000000001,1,1,baixo,media
860,692,979,3869,2,2,99,2019,Dezembro,12,2,4026.53,2,2,alto,media
1715,79,1652,514,1,1,0,2023,Janeiro,1,2,1126.04,1,1,baixo,media
1579,1358,1739,3532,2,2,99,2022,Agosto,8,3,4110.72,2,2,alto,alta
686,1109,1392,570,1,1,0,2020,Abril,4,1,1107.75,1,1,baixo,pouco
1713,729,974,2406,2,2,99,2020,Novembro,11,3,2847.98,1,2,alto,alta
1558,120,1409,3598,2,2,99,2023,Outubro,10,3,3894.29,2,2,alto,alta
786,507,1697,2390,2,2,94,2022,Dezembro,12,1,2756.76,1,1,alto,pouco
1497,1920,1933,1329,2,2,83,2023,Abril,4,2,2200.78,1,2,alto,media
1068,1405,1910,550,1,1,0,2023,Janeiro,1,1,1310.67,1,1,baixo,pouco
742,1161,1288,292,1,1,0,2020,Fevereiro,2,1,851.71,1,1,baixo,pouco
1816,800,1089,3637,2,2,99,2019,Setembro,9,1,4033.99,2,2,alto,pouco
534,911,1220,2466,2,2,56,2023,Junho,6,3,2756.8500000000004,1,2,alto,alta
1802,453,963,1885,2,1,23,2020,Dezembro,12,1,2336.56,1,1,alto,pouco
1946,647,1849,3117,2,2,99,2020,Fevereiro,2,3,3698.6800000000003,2,2,alto,alta
1893,1203,1432,1482,2,2,68,2023,Fevereiro,2,1,2199.7,1,1,alto,pouco
1318,183,661,755,1,1,0,2023,Julho,7,1,1101.72,1,1,baixo,pouco
1883,836,1739,2600,2,2,99,2023,Julho,7,1,3222.3,2,2,alto,pouco
528,574,637,3256,2,2,99,2022,Junho,6,3,3314.45,2,2,alto,alta
1289,713,1854,3167,2,2,99,2019,Novembro,11,2,3632.0200000000004,2,2,alto,media
1938,1299,1935,3497,2,2,99,2020,Fevereiro,2,3,4173.9400000000005,2,2,alto,alta
1840,311,1545,1078,1,1,0,2022,Novembro,11,1,1687.78,1,1,baixo,pouco
1366,647,1876,3869,2,2,99,2021,Agosto,8,1,4285.45,2,2,alto,pouco
745,89,1538,2459,1,1,32,2023,Junho,6,3,2711.1800000000003,1,2,baixo,alta
1166,59,1203,2488,2,2,92,2020,Junho,6,2,2749.1,1,2,alto,media
1566,1603,1930,659,1,1,0,2020,Novembro,11,1,1543.03,1,1,baixo,pouco
1589,618,940,2373,2,2,99,2023,Junho,6,2,2768.7300000000005,1,2,alto,media
832,311,1294,447,1,1,0,2020,Julho,7,1,868.0500000000001,1,1,baixo,pouco
1876,235,585,3021,2,2,99,2023,Setembro,9,2,3286.86,2,2,alto,media
1076,129,915,891,1,1,0,2019,Novembro,11,2,1219.94,1,1,baixo,media
1864,1279,1793,3586,2,2,99,2023,Dezembro,12,2,4211.38,2,2,alto,media
1619,46,562,1641,1,1,0,2021,Janeiro,1,3,1931.93,1,2,baixo,alta
1966,1197,1987,1185,2,1,42,2019,Março,3,3,2044.76,1,2,alto,alta
1152,1304,1673,3284,2,2,99,2019,Maio,5,3,3779.71,2,2,alto,alta
1083,295,503,1338,1,1,0,2020,Outubro,10,3,1582.45,1,2,baixo,alta
504,1207,1539,2378,2,2,93,2022,Maio,5,3,2781.1200000000003,1,2,alto,alta
1615,622,1256,3488,2,2,99,2022,Novembro,11,2,3860.19,2,2,alto,media
1541,536,1656,1795,1,1,42,2023,Junho,6,2,2349.95,1,1,baixo,media
947,193,887,2915,2,2,99,2023,Dezembro,12,2,3063.07,2,2,alto,media
534,347,1477,2706,2,2,96,2021,Setembro,9,2,2930.6,1,2,alto,media
1467,888,1099,3962,2,2,99,2021,Outubro,10,2,4283.54,2,2,alto,media
1159,378,751,2495,2,2,79,2019,Novembro,11,1,2722.56,1,1,alto,pouco
987,419,736,2757,2,2,99,2019,Setembro,9,2,2935.04,1,2,alto,media
1562,1032,1776,2096,2,2,99,2020,Março,3,1,2737.9800000000005,1,1,alto,pouco
1191,179,1813,1028,1,1,0,2023,Outubro,10,2,1546.95,1,1,baixo,media
